id,naslov,objava,letoobjave,zahtevnost,priprava,kolicina,stmnenj,stfoto,zadnjafoto,letofoto,zdravajed
14691,Marmorni kolač (iz jogurta),26.1.2011,,1,45,,22,5,18.10.2015,,
4256,Ciganski zrezki,1.11.2004,,1,,4 osebe,41,5,30.1.2014,,
4589,Goveji golaž,1.2.2005,,1,,6,35,4,27.3.2016,,
11315,Rižota s šparglji,13.4.2008,,2,30,2 osebi,20,5,14.4.2014,,
6841,"Jagodna torta, ki vedno uspe",2.7.2006,,3,,,22,11,8.5.2015,,
11367,"Piščanec ""Sezam, odpri se""",25.4.2008,,3,60,za 4 osebe,45,9,30.12.2013,,
4535,Tatarska omaka,20.1.2005,,1,,,25,2,8.9.2013,,
14851,Pecivo s kislo smetano in orehi,7.3.2011,,2,60,,11,3,11.1.2016,,
12332,Domači prijatelj tete Dragice,24.2.2009,,1,60,,27,11,19.1.2014,,
4702,Hitri kokosovi piškoti,22.2.2005,,1,,,42,7,3.12.2013,,
7167,Vložena pečena paprika,4.9.2006,,1,180,,54,6,13.10.2013,,
2405,Krompirjev golaž,17.2.2003,,1,,za 2 osebi,23,1,7.12.2007,,
14421,Tortilja po mehiško,16.11.2010,,2,75,za 4 osebe (8 tortilj),16,5,16.3.2016,,
18344,Krhki čokoladni piškoti,5.4.2013,,2,90,3 pekači,59,21,9.2.2015,,
5801,Jogurtovi žepki,2.12.2005,,2,,,42,5,8.6.2014,,
12807,Mesni polpeti iz pečice,28.7.2009,,1,45,,32,6,3.4.2016,,
16693,Božanski domači krofi,13.2.2012,,3,120,33 kosov,41,11,6.2.2016,,
17311,Brownie Cheesecake,20.6.2012,,2,180,1 pekač 25*15cm,40,9,9.6.2016,,
14477,Slana torta,2.12.2010,,2,45,1 srednji pekač  33x33cm,25,12,10.4.2015,,
6523,Kokosovi kolački brez moke,30.4.2006,,1,90,,62,11,30.9.2014,,
4573,Vanilijeva krema za torte ali peciva,29.1.2005,,2,60,Za 1 torto,33,5,24.4.2013,,
2924,Goveji zrezki v čebulni omaki,8.10.2003,,1,,,19,1,12.11.2007,,
5034,Makove ali sirove štručke,28.5.2005,,3,120,cirka 20 komadov ,78,17,29.8.2015,,
14884,Puranji zrezki v okusni smetanovi omaki,15.3.2011,,2,75,2,10,2,13.6.2011,,
2267,Črno-belo biskvitno pecivo,23.12.2002,,3,,,42,7,10.10.2013,,
2266,Čokoladni liker,23.12.2002,,1,,,74,14,20.11.2014,,
14375,Makroni,5.11.2010,,4,4+ ur,približno25 - 30 makronov,73,29,28.10.2015,,
8142,Babičina marelična marmelada,18.10.2006,,2,,,33,5,24.8.2015,,
4233,Rožičevo pecivo,28.10.2004,,3,,,44,6,9.7.2015,,
3787,Beli kruh - hlebec,25.6.2004,,1,,,81,13,28.1.2014,,
448,Čokoladna potica,21.11.2000,,3,,,33,3,27.3.2016,,
13927,Testenine z bučkami v smetanovi omaki,6.7.2010,,2,30,za 4 osebe,26,2,7.1.2011,,
13422,Limonin kolač,17.1.2010,,2,75,,44,10,28.12.2013,,
11270,Nevzhajana orehova potica,2.4.2008,,2,120,,28,12,28.3.2016,,
3197,Manchmellow,6.2.2004,,1,45,,69,9,25.10.2011,,
11088,Kukiji s čokolado,21.2.2008,,2,90,za 4 velike pekače,47,18,27.10.2015,,
3202,"Rogljiči, štručke, žemljice",7.2.2004,,1,,32 kosov,66,17,1.1.2016,,
5914,Sirove palčke (ali slani piškoti),6.1.2006,,2,45,,40,15,18.8.2012,,
6042,Prebranac,5.2.2006,,2,,6-8 oseb,26,4,13.3.2016,,
10068,"Narastek iz ajdove kaše, skute in zelenjave",15.5.2007,,3,90,4 osebe,10,4,3.4.2016,,Bolj zdrava jed
4835,Pinca (primorski velikonočni kruh),23.3.2005,,4,,,61,16,28.3.2016,,
731,Jota,19.1.2001,,1,,,41,2,10.4.2008,,
4733,Žemljice,3.3.2005,,2,,,149,20,11.2.2014,,
4153,Vloženi feferoni,13.10.2004,,3,,,39,6,14.9.2011,,
12364,Bananino pecivo,5.3.2009,,1,90,,42,6,30.12.2010,,
2400,Bučkini polpeti,16.2.2003,,1,,,15,1,3.9.2007,,
13801,Okusni slivovi cmoki,13.5.2010,,2,75,12 cmokov,40,7,17.7.2014,,
6842,Jabolčna pita z zdrobom,2.7.2006,,1,45,18 -20 kos,48,12,28.2.2016,,
1620,Rižota z morskimi sadeži a la Orlando,6.1.2002,,1,,Za 4 osebe,58,4,21.5.2014,,
826,"Cesarski praženec, šmoren",9.2.2001,,1,,,48,3,16.7.2012,,
11126,Enostavna puding torta,28.2.2008,,2,45,za 8 kosov,26,10,17.11.2013,,
10234,Buhtlji,11.7.2007,,3,120,približno 16 kosov,57,14,10.11.2015,,
11283,Čoko koko rezine,5.4.2008,,2,45,,33,6,12.1.2015,,
9760,Skutine rezine,22.2.2007,,1,,,61,12,11.4.2013,,
4808,Prekmurska gibanica po moje,20.3.2005,,3,180,30 koščkov,86,23,6.12.2015,,
13612,Kokosovi razpokanci - piškoti,16.3.2010,,2,45,3 pekači majhnih piškotov,11,6,7.1.2015,,
11510,Pečen slivov džem,2.7.2008,,1,180,,147,6,6.10.2010,,
14193,Torta nutella brez moke,22.9.2010,,3,120,12 kosov,21,5,13.7.2012,,
10202,Majhni babičini prigrizki,2.7.2007,,2,30,,15,4,26.10.2007,,
11662,Piščančji file v smetanovi omaki,29.8.2008,,2,15,za 4 osebe,25,3,20.5.2013,,
6487,Telečja obara z žličniki,24.4.2006,,1,60,8 oseb,17,4,24.3.2013,,
445,Kokosove kroglice,21.11.2000,,1,,,20,6,8.10.2015,,
17563,Švicarska maslena krema (Swiss Meringue Buttercream),28.8.2012,,2,30,30 rozet na malih torticah oz. 500g kreme,58,16,31.1.2016,,
18376,Kruh na japonski način (tangzhong),16.4.2013,,2,180,,75,42,30.4.2015,,
20194,Trideset minutne bombetke,12.1.2015,,1,45,12,46,18,4.1.2016,,
1457,Janeževi upognjenci,18.11.2001,,3,,,55,14,5.6.2015,,
9699,Česnovi polžki,13.2.2007,,2,,,41,14,5.1.2016,,
5650,Čokoladni mafini z višnjami,20.10.2005,,1,,,37,9,19.2.2013,,
1250,Orehovec,28.7.2001,,1,,,16,1,5.11.2012,,
12560,Čokoladno pomarančne kocke,30.4.2009,,3,60,20 kosov (4x4 cm),25,7,24.11.2015,,
1401,Hrenovke v listnatem testu,29.10.2001,,1,,,58,14,24.2.2013,,
11987,Mesni zvitki,4.12.2008,,3,90,6 oseb,36,15,10.3.2014,,
11357,Pirin kruh brez kvasa,21.4.2008,,2,120,,31,5,18.5.2016,,Bolj zdrava jed
3454,Čokoladna torta brez moke,23.3.2004,,1,,,22,4,25.3.2012,,
6897,Sladica s skuto in malinami,13.7.2006,,2,,,28,7,1.3.2010,,
5469,Kokosove kocke,22.9.2005,,2,60,okoli 15 kosov,56,8,21.10.2011,,
3524,Vanilijeva krema za torto (crema pasticcera),5.4.2004,,1,,,18,1,12.7.2010,,
6488,Jabolčni biskvit,24.4.2006,,2,45,,31,12,3.12.2013,,
6745,Rižev narastek z jabolki,12.6.2006,,1,30,,24,10,27.9.2016,,
4345,Mini sirovi bureki,22.11.2004,,1,180,30 kosov,99,8,31.3.2013,,
1806,Ameriški chocolate Chip Cookies po naše,22.4.2002,,3,,,87,10,23.11.2012,,
2157,Bicikli,11.11.2002,,3,,,85,8,11.9.2012,,
2087,Pepelkina torta,16.10.2002,,1,,,55,14,3.8.2012,,
10137,Mascarpone spekulas torta,9.6.2007,,1,15,12 kosov,54,15,2.4.2013,,
9538,Špinača - kremna,10.1.2007,,2,45,4 osebe,29,3,8.3.2016,,
11590,Borovničeva  mascarpone torta,4.8.2008,,2,90,,43,15,28.2.2016,,
1956,Krompirjevi kroketi,26.8.2002,,1,,,35,5,12.2.2016,,
10267,Rafaelo rezine,28.7.2007,,2,45,,21,5,27.9.2016,,
11865,Bučkini medaljončki,28.10.2008,,1,30,2 osebi,47,5,24.8.2013,,
3818,Dunajski valovi,8.7.2004,,3,,,42,5,27.4.2015,,
4699,Ričet,21.2.2005,,3,,,31,8,14.10.2012,,
3447,Češnjev biskvit,22.3.2004,,1,,,45,6,2.7.2013,,
14227,Kinder Milch Schnitte,3.10.2010,,2,45,polovica pekača od pečice,44,13,8.1.2016,,
19283,Sanjska čokoladna torta,13.1.2014,,3,120,,25,11,28.4.2016,,
1138,zelenjavna juha,28.4.2001,,1,,za 4 osebe,8,1,6.9.2008,,
6133,Šamrole,22.2.2006,,2,,20 kom,52,8,8.11.2014,,
5522,Mesni burek,6.10.2005,,4,,3,47,9,9.11.2014,,
6031,Preprosti skutini njoki z gorgonzolo,3.2.2006,,2,75,2,54,6,29.10.2013,,
5453,Skutine rezine,1.10.2005,,2,,,45,9,5.11.2013,,
10832,Biskvit z luknjami,19.12.2007,,2,30,,68,13,29.4.2013,,
128,Sirov burek,22.10.2000,,3,,,50,2,23.2.2013,,
783,Marmeladni žepki,8.2.2001,,1,,,26,3,12.12.2014,,
10741,Kokosovi makroni,29.11.2007,,1,90,50 piškotov ,30,17,18.8.2014,,
2472,Bograč,25.3.2003,,1,,12,44,4,5.11.2011,,
15076,Kifeljčki/bosanski,4.5.2011,,2,90,,43,7,29.4.2014,,
11972,Pecivo s kislo smetano,2.12.2008,,2,90,pekač-25x40,12,6,30.6.2014,,
5917,Orehovi rogljički,6.1.2006,,2,45,,35,6,5.11.2013,,
13541,"Hitre žemljice, rogljički",23.2.2010,,1,30,12 žemljic ali 32 rogljičkov,37,18,22.8.2014,,
14476,Chimichangas home made,1.12.2010,,2,30,2 osebe,5,3,24.9.2016,,
17726,Babičino pecivo z jabolki,11.10.2012,,1,60,,29,2,20.3.2013,,
3049,Adamovo kokosovo pecivo (brez jajc in mleka),18.12.2003,,1,45,1 večji pekač,27,4,3.12.2013,,
5689,Smetanovi piškoti,2.11.2005,,2,,,50,39,1.1.2016,,
12144,Enostavna musaka,14.1.2009,,2,75,3-4 osebe,11,5,27.5.2015,,
3854,Pohorska omleta,18.7.2004,,1,45,6 oseb,21,4,24.6.2011,,
5548,Fernandoti po moje,8.10.2005,,3,120,16 do 20 kosov,73,22,19.4.2015,,
5206,Zelenjavna začimbna zmes,27.7.2005,,1,,,59,6,28.10.2012,,
4689,Ajdov kruh - hlebec,19.2.2005,,3,,,83,13,7.7.2014,,
4380,Mlinci,6.12.2004,,1,,,44,10,12.11.2011,,
6614,Prazolio,22.5.2006,,2,90,okrogel pekač premera 28 cm,141,10,17.11.2011,,
13687,Biskvit brez jajc,7.4.2010,,1,75,,17,5,31.5.2015,,
1946,Dunajski valovi,21.8.2002,,3,,,47,7,26.12.2011,,
4959,Vaflji (Waffeln - osnovni recept),4.5.2005,,2,30,,19,3,9.11.2013,,
11969,Jabolčni zavitek Paola,1.12.2008,,3,120,2 kosa,74,16,13.9.2014,,
8403,Piščanec na grški način,12.12.2006,,2,120,4,28,5,8.4.2013,,
4458,Mini potica na hitro,2.1.2005,,4,90,,53,8,25.12.2014,,
1334,Bananini muffini,3.9.2001,,1,,12 muffinov,38,3,19.3.2012,,
5579,Najbolj enostaven kruh,13.10.2005,,1,,,24,9,17.1.2016,,
10088,Jagodna torta z jogurtovo - skutno kremo,21.5.2007,,2,45,16 kosov,49,37,12.7.2016,,
4788,Čokoladna torta za vsakogar,13.3.2005,,2,,8 - 12 kosov,25,8,14.9.2011,,
4517,Shepherd   (Pastirska pita),15.1.2005,,3,,4,87,16,23.2.2011,,
1774,Kruhova štruca,27.3.2002,,1,,,30,11,1.1.2016,,
3984,"Pecivo, ki izgine v 10 minutah",30.8.2004,,1,,,35,3,18.6.2014,,
16857,Smetanova strjenka ali panakota,18.3.2012,,2,30,cca 8 malih skodelic,10,1,17.3.2012,,
9530,Piščanec v sladko - kisli omaki,9.1.2007,,2,60,,47,7,7.1.2014,,
6563,Rolada,8.5.2006,,1,,približno 30 kosov,30,6,8.10.2014,,
7050,Tiramisu,24.8.2006,,1,,,49,10,13.3.2014,,
436,Pita - hitra,16.11.2000,,1,,,25,3,23.11.2011,,
6424,Kokosova salama (jajčka),14.4.2006,,1,60,,86,11,21.7.2014,,
5533,Somun - bosanska lepinja,7.10.2005,,2,,3 kosi,89,10,5.4.2015,,
18258,Sončnica - pogača,11.3.2013,,2,90,,31,36,4.8.2014,,
12299,Makaroni in sir,18.2.2009,,2,60,8 oseb kot priloga,33,7,13.9.2014,,
17572,Srbska solata,30.8.2012,,2,120,,13,2,27.8.2012,,
4130,Ričet,8.10.2004,,3,,,20,3,10.3.2014,,
5576,Vojvodinjin krompir,13.10.2005,,1,,zs 4 osebe,15,5,29.4.2013,,
7152,Pečen krompir (roast potatoes),11.9.2006,,1,,,90,11,12.2.2016,,
5879,Jagode,17.12.2005,,3,,,65,17,21.7.2014,,
16958,Tzatziki (grška) solata - preprosta in odlična,11.4.2012,,1,15,manjša skleda,23,4,11.12.2012,,
1750,Sončni zahod,13.3.2002,,3,,,83,6,25.8.2011,,
15510,Fine rezine,1.8.2011,,3,4+ ur,,34,12,8.1.2016,,
8171,Zrezki v naravni gobovi omaki,24.10.2006,,2,,4 osebe,32,2,25.1.2011,,
10889,Ekstaza,31.12.2007,,3,60,,30,7,13.10.2013,,
5680,Čokoladna dobrota,1.11.2005,,2,,10 kosov,50,7,6.3.2014,,
4101,Osnovni recept za mafine,3.10.2004,,1,30,10 -12 kosov,23,4,14.12.2014,,
4302,Črno - bela rolada brez pečenja,12.11.2004,,3,,40 rezin,30,2,2.3.2007,,
10259,Klasični Cheesecake,26.7.2007,,2,75,12 kosov,33,15,16.11.2015,,
9493,Madjarica,2.1.2007,,4,75,,53,4,2.12.2009,,
10538,Grozdni sok,7.10.2007,,1,120,ca.15 steklenic,29,5,8.10.2007,,
11435,Puranji zrezki v gobovi omaki,23.5.2008,,2,45,Za 4 osebe,22,1,23.5.2008,,
12416,Napihnjenčki,19.3.2009,,2,45,9 komadov,57,23,4.10.2014,,
14559,(Pijane) breskvice,20.12.2010,,3,240,cca. 80 breskvic,37,11,14.6.2014,,
13235,Gobova juha s krompirjem,27.11.2009,,2,75,4,14,3,21.10.2012,,
5017,Rižev narastek po moje,25.5.2005,,2,,,45,6,28.4.2016,,
3362,Pizza šefa kuhinje,8.3.2004,,3,,4 osebe,73,11,11.4.2014,,
10121,Ledena mascarpone torta,4.6.2007,,4,120,za deset oseb,28,10,4.4.2016,,
11249,Linški piškoti,28.3.2008,,3,90,,13,3,24.7.2011,,
11308,Čemaževa juha,12.4.2008,,1,15,za 2 osebi,31,7,18.5.2016,,
19514,Pizza ruladice,15.3.2014,,1,30,Probližno 16 kosov,15,7,18.6.2014,,
14047,Krema za cupcakes - Cake frosting,7.8.2010,,1,15,za 8 do 10,81,14,21.5.2012,,
16498,Svinjska ribica v gorčični omaki,14.1.2012,,1,15,za štiri osebe,29,4,29.4.2013,,
9545,Frcokle,11.1.2007,,3,90,,59,10,7.2.2012,,
5705,Čokoladno - jagodna torta,8.11.2005,,3,,za 16 kosov-,44,11,1.5.2016,,
13756,Moje princeske,29.4.2010,,3,90,,22,15,9.2.2015,,
5251,Pingvin rezine,16.8.2005,,3,,,46,2,15.5.2009,,
5082,Carski tunin namaz,16.6.2005,,2,,,22,1,5.1.2010,,
11073,Flancati (po moji mami - krhki),22.2.2008,,1,75,,15,3,6.3.2014,,
6400,Mleta pečenka,11.4.2006,,2,90,6 oseb,31,6,23.7.2012,,
14107,Mesne kroglice v paradižnikovi omaki,28.8.2010,,2,75,za 5 oseb,20,4,13.5.2011,,
10575,Lepinje - Dafke,16.10.2007,,2,90,4,49,9,7.2.2012,,
2478,Vojaški pasulj,27.3.2003,,3,,,44,2,6.12.2012,,
12685,"Orehove napolitanke, najboljše!!!",11.6.2009,,2,120,,34,8,11.2.2014,,
14649,Macarons,13.1.2011,,4,45,cca 25,65,18,7.9.2015,,
3670,Ribe iz pečice,9.5.2004,,3,,2,31,3,18.6.2013,,
16199,Domača vroča čokolada,13.12.2011,,1,5,,62,9,28.1.2014,,
5647,Žajbljev limončelo,19.10.2005,,2,,,32,1,26.10.2006,,
2468,Angelsko pecivo,24.3.2003,,1,60,,30,7,24.3.2013,,
13790,Rolada iz ajdove moke!,10.5.2010,,1,90,4 osebe,50,11,8.3.2016,,
12834,Paradižnikovi koščki (shranek),6.8.2009,,1,60,poljubno,127,16,9.9.2015,,
11152,Ježki,4.3.2008,,3,180,50 kosov,32,17,27.10.2015,,
6135,Omaka bolognese,22.2.2006,,2,180,6,20,1,27.2.2006,,
5888,Palačinke s skuto,20.12.2005,,2,90,za 6 oseb,29,5,9.4.2016,,
3494,"Testo za lazanjo, torteline, raviole",30.3.2004,,3,,,45,14,21.6.2010,,
13940,Gosta jagodna marmelada,10.7.2010,,3,60,,13,4,20.6.2016,,
5927,Lešnikova potica,7.1.2006,,2,120,približno 35 kosov,16,8,28.12.2015,,
6320,Kokosovo - kakavova potica,27.3.2006,,4,,,73,10,14.10.2014,,
2671,Grška solata,13.6.2003,,1,,,26,8,12.8.2013,,Bolj zdrava jed
258,Francoska solata,9.3.1999,,1,,,34,3,26.12.2010,,
3055,Kruhov narastek,23.12.2003,,1,,4-6 oseb,29,9,22.11.2009,,
17823,Zmagovalni bananin kruh,8.11.2012,,1,75,,34,10,24.3.2016,,
5964,Ajdova kaša z zelenjavo,15.1.2006,,1,,za osem oseb,32,2,17.1.2013,,Bolj zdrava jed
4384,Mlečni kruh,7.12.2004,,1,240,1 hlebec,64,12,19.2.2016,,
11014,Koruzna kremna juha - mehiška,30.1.2008,,2,45,4 osebe,51,6,28.2.2016,,
2956,Teranov liker,3.11.2003,,1,,1 liter,45,3,14.4.2009,,
10132,Skutina  pita,8.6.2007,,2,90,,28,5,16.3.2016,,
5671,Pijana nevesta,30.10.2005,,1,,,40,6,21.4.2012,,
15953,Fini keksi,14.11.2011,,2,60,,12,5,24.12.2014,,
10279,Ledene kocke,14.2.2008,,1,75,,24,7,14.7.2014,,
2035,Breskve,21.9.2002,,3,,,59,16,17.4.2016,,
2407,Najboljša jabolčna pita,19.2.2003,,1,,za približno 12 kosov,20,3,6.8.2016,,
6413,Dušeno sladko zelje,12.4.2006,,1,75,,42,3,6.12.2012,,
4149,Belokranjska pogača,29.9.2004,,3,,,12,3,14.2.2014,,
3690,Čokoladno - bananini mafini,18.5.2004,,1,45,12 kosov,41,5,18.8.2012,,
10931,Jabolčno pecivo s keksi,12.1.2008,,1,45,velik pekač!!!!,29,8,22.8.2016,,
14002,Jogurtovo pecivo,26.7.2010,,3,4+ ur,1 pekač,9,6,3.2.2013,,
8244,Super domača začimbna mešanica,9.11.2006,,1,,,24,2,17.9.2010,,
3834,Pad Thai (praženi rezanci po tajsko),13.7.2004,,3,,za 2 osebi,33,8,22.8.2014,,
7089,Polpeti - navadni,30.8.2006,,2,,4 osebe,22,1,18.4.2007,,
5926,Sadni kruh,1.1.2006,,2,,za dva rebrasta pekača,29,8,10.12.2015,,
131,Krompirjevi njoki,26.6.1998,,1,,,21,3,8.1.2016,,
16032,Rafaello mafini,26.11.2011,,2,30,24 kosov,11,13,17.1.2016,,
1633,Bounty,14.1.2002,,1,,,86,2,21.8.2009,,
5667,Ace rezine,28.10.2005,,2,,,20,3,11.5.2013,,
329,Jaffa pecivo,26.1.1998,,1,,,53,6,26.1.2016,,
302,Blejske kremne rezine,6.4.2000,,3,,,36,7,24.10.2011,,
4784,Žepki,12.3.2005,,1,,,43,11,16.3.2015,,
8177,Fižol v pečici,25.10.2006,,2,,2 zeeelo lačni osebi,21,2,31.10.2006,,
10498,Tortilje,25.9.2007,,1,15,8 kosov,17,4,26.1.2016,,
6065,Schwarzwaldski muffini,9.2.2006,,2,,24 kosov,52,7,22.1.2015,,
5717,Mesna lazanja,15.11.2005,,4,,za 6 do 8 oseb,17,5,16.6.2011,,
11910,Pasteis de nata,17.11.2008,,3,120,24,24,14,17.5.2013,,
1336,Musaka a la David,3.9.2001,,3,,,40,1,20.1.2009,,
9627,Super torta,29.1.2007,,3,,,50,18,20.1.2014,,
5357,Rolada z jabolki,9.9.2005,,2,,,45,12,15.5.2016,,
2418,Čokoladne palčke,21.2.2003,,1,,,12,6,31.12.2013,,
1755,Jogurtov biskvit,14.3.2002,,1,60,,70,4,8.6.2014,,
8103,Čokoladno - kokosova torta z bananami,12.10.2006,,2,,,34,17,21.6.2015,,
23,Prekmurski bograč,11.4.1999,,3,,,16,4,12.9.2012,,
3543,Kokosovi poljubčki,7.4.2004,,1,,,15,10,23.8.2015,,
6986,Pšenične tortilje ala Veri,9.8.2006,,3,,za 8 tortilj - za 4 osebe ali 2 lačna fanta,55,14,16.11.2014,,
10947,Palačinke s skuto + osnovni recept za palačinke,15.1.2008,,2,30,,50,9,19.7.2014,,
10550,Puranje roladice v sirovi omaki,10.10.2007,,3,45,za 4 osebe,23,7,26.11.2014,,
2358,Santa Barbara,26.1.2003,,1,,,46,12,3.12.2013,,
8293,Gibanica na hitro,20.11.2006,,2,,,29,2,10.5.2007,,
10811,Praznični piškoti,15.12.2007,,2,75,,35,5,30.3.2015,,
12341,Zdrobovo pecivo,26.2.2009,,2,60,,18,7,22.1.2016,,
4289,Testeninska solata kot samostojna jed,9.11.2004,,1,,za 2 zelo lačna,14,2,24.7.2010,,
8291,Čokoladno - orehove lunice,20.11.2006,,4,,cca. 35 piškotov,48,10,17.6.2012,,
9882,Čokoladni muffini,24.3.2007,,2,,za 12 muffinov,35,13,19.4.2014,,
9406,Hitra torta z jabolki,20.12.2006,,2,,,41,13,20.6.2016,,
9371,Brokolijev narastek,17.12.2006,,2,45,za 4 do 6 oseb,12,3,19.9.2010,,
10278,Slani mafini z bučkami,1.8.2007,,2,60,cca 12,39,5,8.3.2012,,
19302,Pomarančni tiramisu,16.1.2014,,2,30,,39,8,27.1.2015,,
17224,Maslena krema z belo čokolado,26.5.2012,,1,15,"600 ml, za 24 kolačkov",47,8,20.1.2014,,
12062,Čokoladna rulada z vanilijevo kremo,23.12.2008,,2,30,približno 10 kosov,17,4,11.1.2013,,
324,Indijančki,13.10.1999,,1,,,46,11,29.8.2015,,
14218,Jagodna mascarpone torta,30.9.2010,,3,120,,3,2,2.6.2013,,
4653,Sočna slivova pita,12.2.2005,,2,,pekač 38x26 centimetrov,33,6,9.7.2015,,
14451,Kisla repa,24.11.2010,,1,30,,6,1,18.11.2010,,
5582,Čokolatini Baci,13.10.2005,,3,,14 kosov,60,16,1.1.2014,,
15861,Salzburški žličniki,26.10.2011,,3,30,2 osebi,56,14,4.12.2014,,
13340,Rojal masa,27.12.2009,,1,5,,46,25,2.6.2013,,
6371,"Žganci - krompirjevi, beli",6.4.2006,,3,60,4,59,4,31.1.2016,,
15605,Focaccia,1.9.2011,,2,120,1 pekač od pečice,21,16,2.3.2015,,
12199,Quiche z brokolijem,25.1.2009,,1,75,Pekač 24 cm premera,21,9,24.4.2013,,
15442,Pingvinčki,13.7.2011,,1,30,poljubna,25,7,27.2.2014,,
3417,Pomarančna torta brez moke,17.3.2004,,3,,,30,6,14.4.2016,,
1894,Urškino pecivo,16.7.2002,,1,,,32,1,6.5.2007,,
13558,Vložena fižolova solata,2.3.2010,,2,60,10-12,28,1,2.3.2010,,
6292,Ričet - kmečki,23.3.2006,,2,,,29,3,29.1.2016,,
3823,Slastno sočno pecivo,9.7.2004,,1,,,35,2,9.2.2012,,
4969,Super kremšnite,7.5.2005,,3,,,36,2,7.9.2011,,
13819,Čokoladno-jagodna mascarpone torta,21.5.2010,,3,180,,16,7,21.6.2015,,
9966,Zelenjavni kuskus,12.4.2007,,2,30,3-4 porcije,22,5,26.5.2015,,
6682,Hrenovke v skutnem testu,2.6.2006,,1,,,72,10,11.2.2014,,
9355,Zbrano praznično pecivo,15.12.2006,,3,,,94,99,14.7.2014,,
10606,Dobri skutini cmoki,24.10.2007,,1,15,Odvisno od veličine,27,6,24.12.2014,,
14372,Pisani kozarčki,5.11.2010,,2,60,odvisno,40,5,3.4.2011,,
6671,Enolončnica s hrenovkami,31.5.2006,,2,,za 6 jedcev,27,1,21.8.2008,,
216,Hobotnica v solati,13.11.1998,,1,,,27,2,9.2.2011,,Bolj zdrava jed
14781,Krompirjev langaš,17.2.2011,,2,90,za 4 osebe,24,5,21.2.2012,,
20057,Ekstremno dobra torta,29.10.2014,,3,180,,22,13,9.4.2016,,
8228,Linški kokosovi piškoti,5.11.2006,,2,120,,27,13,1.1.2016,,
125,Prebranac,3.12.1998,,1,,,51,9,6.12.2011,,
4736,Rižev narastek malo drugače,3.3.2005,,1,,,12,1,18.1.2011,,
12528,Otroške sanje,16.4.2009,,2,60,Keramični pekač premer 25 cm,61,6,5.3.2012,,
11183,Rižota z jurčki,10.3.2008,,2,45,4 osebe,19,4,21.10.2012,,
6283,Špinačni narastek s feta sirom,22.3.2006,,2,,6 kosov,28,5,20.9.2010,,
11577,Kruhovi cmoki,28.7.2008,,2,30,,15,5,4.6.2014,,
8308,Božično - novoletno pecivo,28.11.2006,,3,,za vso družino in prijatelje,38,26,28.12.2015,,
14777,Piščančje tortilje,16.2.2011,,1,60,,5,8,9.11.2013,,
18083,Bučna rulada,24.1.2013,,1,45,,8,2,29.1.2013,,
4335,Dvojna čokoladna torta,20.11.2004,,3,4+ ur,12 kosov,90,37,25.10.2013,,
13324,Jabolčna pita,21.12.2009,,1,45,,17,10,1.9.2015,,
9537,Lešnikovi trikotniki,10.1.2007,,3,,,30,3,23.9.2012,,
6610,Zdrobovi žličniki,17.5.2006,,1,,4 - 6 ljudi,42,2,7.5.2007,,
15948,Ticcino masa (Tičino masa/Fondant),12.11.2011,,1,30,1 kg,70,27,15.2.2016,,
10330,Ajdovi žganci,12.8.2007,,2,45,za 4 osebe,18,1,7.12.2008,,
13398,Rafaelo kroglice,14.1.2010,,1,15,,31,3,7.12.2013,,
12580,Lahka švicarska sadna pita - Wähe,5.5.2009,,2,90,Pekač premera 26 cm,64,18,16.8.2015,,
