id,naslov,objava,letoobjave,zahtevnost,priprava,kolicina,stmnenj,stfoto,zadnjafoto,letofoto,zdravajed
11138,Piškoti za žlehtnobe,2.3.2008,,3,120,,31,3,26.5.2014,,
4607,Kokosovi rogljički,4.2.2005,,1,,,22,11,19.12.2011,,
16184,Slani polžki,12.12.2011,,1,60,16 kosov,9,6,9.6.2012,,
1256,Jogurtova strjenka,30.7.2001,,1,,za 10 oseb,14,1,18.1.2007,,
3649,Paradižnikova juha,3.5.2004,,1,,,11,2,12.12.2011,,
7127,Ovsene ploščice,7.9.2006,,1,60,pekač iz pečice (cca. 16 ploščic),61,12,14.12.2014,,
6837,Češnjev štrudelj,30.6.2006,,2,,2 zavitka,18,1,20.6.2006,,
466,Gobova omaka za testenine,30.11.2000,,1,,,14,1,4.9.2007,,
11567,Polževa hišica,23.7.2008,,3,60,dva rebrasta modela,23,11,31.5.2011,,
10083,Višnjeve kroglice,18.5.2007,,2,60,30 kroglic,23,7,25.12.2015,,
10724,Piščanec z arašidi,23.11.2007,,2,30,4 osebe,10,4,27.10.2015,,
8085,Lignji po egejsko,9.10.2006,,2,,za dve osebi,50,3,26.5.2014,,
13745,Šparglji v omaki,24.4.2010,,1,15,Za 4 osebe,6,,,,
10752,Testomat keksi,1.12.2007,,2,30,3 veliki pekači,44,6,19.8.2010,,
12547,Potica z orehi in skuto (potratna potica),25.4.2009,,3,180,,12,7,28.12.2013,,
11349,Morska bomba,19.4.2008,,2,45,za 4 - 5 oseb,20,4,6.9.2012,,
1752,Rižota z morskimi sadeži,14.3.2002,,1,,4,9,1,4.1.2010,,
13682,"Polnjena ""filana"" paprika",6.4.2010,,1,60,,10,5,1.9.2012,,
5898,Jabolčno - skutni zavitek,23.12.2005,,2,,,13,5,18.5.2014,,
18695,Fantastične vložene bučke,18.7.2013,,2,75,4 kozarčki po 370 ml,39,3,5.8.2015,,
16671,Biskvit šefa tort,9.2.2012,,2,45,,24,3,5.4.2012,,
11131,Skutno - sadno pecivo,29.2.2008,,3,75,,7,4,29.8.2013,,
5824,Vložena mešana solata,6.12.2005,,2,180,,54,2,7.10.2006,,
12008,Špecli (Spaetzle),10.12.2008,,1,15,,46,4,21.2.2012,,
5817,Zvite palčke,5.12.2005,,2,,,25,8,30.3.2014,,
5910,Brstični ohrovt v omaki,28.12.2005,,1,15,,23,1,17.11.2006,,
5467,"""Cepkane""  paprike",23.9.2005,,3,,ozimnica,116,10,18.1.2011,,
2684,Bučne polpete,20.6.2003,,1,,,63,7,4.11.2013,,
6707,Vipavski štruklji,7.6.2006,,3,,,21,2,19.10.2008,,
3637,Keksi na strojček,29.4.2004,,1,,,24,2,13.7.2009,,
4344,Domača skuta ali slani sir,22.11.2004,,1,30,600 g,59,3,3.9.2009,,
14488,Piščančja obara,3.12.2010,,1,60,2 osebi,5,2,11.4.2014,,
4491,Zdrobovi cmoki,8.1.2005,,1,,,51,2,13.1.2009,,
9542,Figove kroglice,13.1.2007,,1,,,25,7,2.11.2011,,
5777,Bajadera,27.11.2005,,2,,,13,2,4.1.2007,,
7279,Pečena polenta,6.10.2006,,2,,,4,2,3.1.2015,,
13342,Domača tičino masa,27.12.2009,,2,15,1kg,33,20,4.3.2015,,
14694,Čokoladna krema na sadnem želeju,27.1.2011,,3,120,za šest oseb,29,7,1.1.2014,,
1818,Prekmurska gibanica,28.4.2002,,3,,,13,1,22.1.2010,,
14057,Malinov sladoled z mascarponejem in smetano,10.8.2010,,1,5,1000 ml sladoleda,33,4,10.8.2010,,
16252,Kljukuša,19.12.2011,,2,30,,13,4,26.1.2012,,
10917,Slane palčke,9.1.2008,,2,60,,19,4,11.9.2012,,
9448,Fini orehovi keksi,23.12.2006,,2,,,20,3,11.5.2015,,
4294,Vložena paprika,11.11.2004,,1,,,5,3,24.8.2015,,
6562,Fižolova juha,8.5.2006,,1,,za 4 osebe,27,3,6.2.2016,,
7215,Medvedove šape,24.9.2006,,3,,čez 100 piškotov,31,5,27.9.2014,,
12379,"Kaneloni - mesni, sir - šunka, hrenovke",7.3.2009,,3,120,24 kom,23,8,20.9.2015,,
14754,Pečen krompir s sirom,11.2.2011,,2,45,4 osebe,4,5,11.10.2012,,
15869,Njoki brez krompirja,27.10.2011,,1,15,2 osebi,11,3,27.10.2011,,
13203,Praznična Potica,19.11.2009,,3,120,,12,8,28.3.2016,,
6343,Kokosovo - orehove rezine,2.4.2006,,3,,,5,3,16.1.2011,,
1938,Jabolčno pecivo,16.8.2002,,1,,,22,1,24.4.2013,,
17479,Pizza palačinke,6.8.2012,,2,60,3 osebe,10,3,9.8.2012,,
6591,Prebranec po moje,14.5.2006,,1,,,11,4,12.4.2013,,
5685,Orehovi polžki,2.11.2005,,2,,40 piškotov,35,3,14.4.2009,,
14333,Makaroni v pečici,27.10.2010,,1,45,Za 2 osebi,7,1,15.10.2010,,
2433,Jabolčna pita,5.3.2003,,1,,12,29,9,5.7.2014,,
1395,Buzara s škampi,23.10.2001,,3,,,18,2,30.12.2009,,
5230,Jogurtov biskvit,6.8.2005,,1,,,33,7,4.8.2015,,
6086,Riba v pečici z mešano zelenjavo,12.2.2006,,2,,za 2 osebi,19,4,4.5.2009,,
3109,Rafaelo,11.1.2004,,1,,,32,8,19.4.2013,,
1765,Šparglji iz pečice,21.3.2002,,1,,za 2 osebi,11,6,8.5.2010,,
14602,Seksi keksi,30.12.2010,,2,60,40 enojnih 20 dvojnih,20,7,16.11.2013,,
2223,Makov biskvit,27.11.2002,,1,,,20,5,11.12.2013,,
3048,Rolada brez moke,18.12.2003,,1,,,13,1,27.3.2006,,
14562,Olive v testu,21.12.2010,,1,60,,48,8,31.12.2014,,
14607,Quiche s porom in pršutom,31.12.2010,,2,60,6 oseb,10,3,19.9.2014,,
9878,Biskvitno pecivo,23.3.2007,,2,60,,42,2,10.4.2008,,
3650,Polnjene bučke,3.5.2004,,1,,2,9,1,26.7.2006,,
14723,Pravi pralineji,5.2.2011,,4,180,poljubno,46,26,22.2.2015,,
9360,Česnova bomba,15.12.2006,,1,,,19,2,26.7.2008,,
5977,Rolada,19.1.2006,,1,,,14,5,6.2.2015,,
4624,Vanilijeva krostata s sadjem,7.2.2005,,2,,,30,4,11.6.2009,,
6265,Losos v smetanovi omaki,1.4.2006,,2,,,16,2,13.2.2012,,
10710,Jabolčno - skutina pita,20.11.2007,,3,60,,15,3,16.4.2011,,
4209,Brizgano čajno pecivo,22.10.2004,,3,,,34,7,25.12.2014,,
1523,Kvašen sadni kruh,4.12.2001,,3,,,12,4,13.12.2007,,
12669,Mesna pita,7.6.2009,,2,45,8 oseb,11,6,5.4.2015,,
13992,Bučkini zvitki s sirom in baziliko,21.7.2010,,1,30,Za 3 do 4 osebe.,11,3,24.9.2013,,
16020,Abbraci-ji,25.11.2011,,2,120,,17,8,17.8.2013,,
11843,Gratinirane bučke s krompirjem,20.10.2008,,1,60,4 osebe,14,3,13.10.2008,,
3475,Čupavci,27.3.2004,,1,,,13,3,16.7.2014,,
10178,Piščančji zrezki v omaki,26.6.2007,,2,75,za 2 osebi,20,2,23.6.2007,,
6576,Pita s skuto,11.5.2006,,2,60,en klasičen pekač,24,6,21.10.2011,,
4351,Čokoladno - orehova torta,25.11.2004,,3,4+ ur,12 kosov,25,6,2.4.2012,,
17240,Bela nevesta,30.5.2012,,1,45,,11,2,17.7.2014,,
3607,Sladka pita s skuto,21.4.2004,,3,,,8,4,27.5.2015,,
6405,Žarbo kocke,12.4.2006,,3,,,53,5,3.11.2009,,
11385,"Gratinirane testenine s paradižnikom, olivami, feto in baziliko",3.5.2008,,2,60,za 3 - 4 osebe (pekač premera 24 cm),10,1,26.4.2008,,
6431,Munchmallow,15.4.2006,,2,45,,3,3,19.4.2012,,
6485,Kostanjeva torta,23.4.2006,,3,,,78,16,2.12.2015,,
17048,Gratinirana zelenjava,19.4.2012,,1,45,4 osebe,6,1,19.4.2012,,
10740,Kljukuša s piščancem,29.11.2007,,1,90,za 4 osebe,30,7,23.7.2012,,
6258,Tzatziki,1.4.2006,,1,,,22,1,23.6.2006,,
12093,Orehova potica,6.1.2009,,3,120,,8,2,29.12.2008,,
4640,Hitra tunina omaka,10.2.2005,,1,,1,14,2,27.8.2012,,
10404,Božična marmelada,1.9.2007,,2,90,,31,3,6.1.2012,,
17168,Jagodno čokoladna torta Hershey's,7.5.2012,,3,4+ ur,12 oseb,59,21,4.6.2016,,
3459,Bananine rezine,25.3.2004,,1,,,22,4,11.7.2013,,
10899,Bele kocke,5.1.2008,,2,15,,20,7,3.1.2015,,
10983,Masa za oblikovanje 3D tort,23.1.2008,,3,180,,84,28,30.11.2015,,
3938,Domača čokolada,15.8.2004,,3,,,46,13,14.12.2014,,
18455,Carski praženec iz pečice,8.5.2013,,1,5,2 osebi/22 do 24cm ponev ali pekač,37,5,3.9.2013,,
5258,Sočen Jelka biskvit,19.8.2005,,3,,,32,2,1.11.2009,,
18893,Tortica v skodelici,28.9.2013,,1,5,1 mini tortica za 1 osebo,45,6,16.8.2015,,
9345,Bogatašev cekin,30.11.2006,,4,90,,35,4,29.12.2008,,
12128,Jabolčno skutina zloženka iz vlečenega testa,11.1.2009,,2,90,1 pekač 37 x 29 cm,11,2,9.9.2011,,
3871,Bučke z jajci,25.7.2004,,1,,,20,4,1.9.2012,,
6036,Puranji golaž z zelenjavo,4.2.2006,,3,45,za 3 do 4 osebe,35,4,15.9.2010,,
5863,Kakijevo pecivo,15.12.2005,,1,,,14,1,7.12.2008,,
171,Blitvine polpete,1.9.1999,,1,,,31,4,24.8.2013,,
16187,Čokoladne sanje,12.12.2011,,3,60,20 kosov,11,1,12.12.2011,,
14583,Angelski keksi,24.12.2010,,1,120,,11,5,28.11.2014,,
18140,Krompirjev golaž - Migla,10.2.2013,,2,60,4 osebe,11,4,14.7.2014,,
18043,"Krompirček, da te kap",9.1.2013,,2,150,,19,2,24.1.2013,,
350,Krhki flancati,8.2.1999,,1,,,25,6,28.2.2016,,
1925,Vložene bučke (cukete),11.8.2002,,1,,,12,,,,
11984,Marcipanovi srčki z rumom,4.12.2008,,2,120,(okoli 50 kosov),36,6,19.12.2011,,
3174,Markovi piškoti,1.2.2004,,3,,,45,16,4.10.2014,,
4990,Hladna čokoladna torta z jagodami,15.5.2005,,3,4+ ur,12 kosov,22,4,1.8.2012,,
12703,Majska torta,16.6.2009,,3,4+ ur,torta,34,10,30.9.2014,,
4955,Biskvitne rezine z jagodami,3.5.2005,,2,,,34,8,13.6.2012,,
6673,Sočno pecivo z zdrobom,31.5.2006,,3,,,10,3,7.11.2011,,
8168,Mini kokosove rezine,23.10.2006,,2,,,30,6,28.10.2012,,
13551,Ajdovi žganci na koroški način,1.3.2010,,2,30,za 4 osebe,15,1,30.10.2014,,
18950,Krešent piškoti,17.10.2013,,1,45,cca. 30 kosov,21,6,7.12.2013,,
1312,Jogurtove palačinke,1.9.2001,,1,,,14,3,5.4.2015,,
8340,Muffini iz pirine moke,30.11.2006,,3,45,Petrina kuhinja,11,4,27.2.2014,,
13680,Kokosova bela pita,6.4.2010,,4,90,,8,2,12.4.2010,,
18506,Enostavno dobre tortilje,23.5.2013,,2,75,za 8 tortilj,11,3,,,
11582,Polnjene palačinke z mletim mesom,30.7.2008,,2,90,10-12 palačink,18,6,23.7.2008,,
4118,Pečen puding,6.10.2004,,1,,,33,1,12.10.2005,,
16173,Slastni obloženi kruhki malo drugače,9.12.2011,,1,45,za 4 osebe,11,5,15.12.2011,,
10849,Istrski cukarini,24.12.2007,,2,120,za 50 kosov,67,21,27.1.2015,,
276,Šobska solata,6.4.2000,,1,,,15,2,11.11.2010,,
5839,Bujta repa,12.12.2005,,3,,,7,1,27.1.2009,,
12154,Zapečena polenta s paradižnikom,16.1.2009,,2,90,za šest oseb,19,3,23.2.2012,,
11081,Flancati - kvašeni,20.2.2008,,2,90,5,4,1,9.2.2008,,
10239,Goveji golaž,12.7.2007,,3,180,,24,1,9.7.2007,,
4496,Svinjska ribica v testu,9.1.2005,,2,,,11,3,26.12.2008,,
19909,Testo za pico,23.8.2014,,2,75,4 osebe,14,4,28.4.2016,,
5963,Sadno - zelenjavna nabodala s pršutom,15.1.2006,,1,,za 10 oseb,9,4,2.6.2013,,
1385,Domača gobova juha,15.10.2001,,1,,,10,1,12.3.2006,,
5796,Biskvitne jabolčne rezine,1.12.2005,,2,,,16,2,22.10.2010,,
7273,Jaffa kocke,6.10.2006,,3,90,Pekač 36 x 20 cm,24,8,28.11.2014,,
6828,Rižota z mletim mesom,29.6.2006,,3,,za 4 osebe,20,2,24.4.2012,,
16933,Skutna rolada z breskovo čežano,6.4.2012,,2,60,za več sladkosnedcev,22,11,2.4.2014,,
11637,Brancin v pečici,19.8.2008,,2,60,2 osebi,7,2,10.9.2010,,
10458,Grška torta,13.9.2007,,2,120,,59,8,6.12.2015,,
16008,Njami špageti,24.11.2011,,2,120,za 4 osebe,11,10,21.3.2014,,
4796,Gobova omaka,15.3.2005,,2,,,15,,,,
2600,Hobotnica pod peko z mladim krompirjem,15.5.2003,,3,,6,16,2,23.6.2009,,
8404,Skutni talarji,12.12.2006,,1,30,12 talarčkov,24,3,27.12.2010,,
4550,Ameriški ponvičniki,24.1.2005,,1,60,,77,13,15.11.2011,,
1885,Babičino pecivo,9.7.2002,,1,75,,21,6,15.5.2015,,
11151,Smetanove rezine A1,4.3.2008,,1,45,12 kosov,27,9,17.4.2016,,
10504,Njoki moje mame,26.9.2007,,1,60,za 4 osebe,23,2,28.9.2008,,
6460,Slane palčke 1,19.4.2006,,1,30,,31,5,1.6.2009,,
17259,Orehova rulada z jagodami in belo čokolado,6.6.2012,,2,90,15 kosov,28,5,28.6.2012,,
3406,Čokoladni muffini,16.3.2004,,1,,12 kosov,21,6,31.8.2009,,
9924,Zelenjavna obara,31.3.2007,,1,90,4 osebe,10,2,16.6.2008,,
6398,Jagodna rolada,11.4.2006,,2,45,,18,7,30.1.2011,,
1891,Nadevana paprika,16.7.2002,,1,,6-8 oseb,16,1,11.8.2005,,
6580,Čokoladni liker,12.5.2006,,2,60,,11,1,24.6.2010,,
7030,Vampi - mamini,21.8.2006,,2,,,14,2,22.7.2009,,
6129,Preprosti skutini štruklji,21.2.2006,,1,60,4,34,2,5.5.2010,,
8186,Torta Sacher,27.10.2006,,4,,za 12 kosov,53,7,14.11.2011,,
4407,Makaronovo meso,16.12.2004,,1,,,11,1,10.11.2007,,
10096,Biskvit brez jajc in mleka,23.5.2007,,2,60,,15,1,6.9.2007,,
4334,Bela čokoladna torta,20.11.2004,,3,4+ ur,12 kosov,36,11,2.5.2011,,
2257,Pašta s fižolom,15.12.2002,,3,,cca. 4 osebe,12,2,16.1.2011,,
16715,Sladke limone,16.2.2012,,2,240,,11,7,2.6.2013,,
743,Jabolčna pita,2.2.2001,,3,,,16,5,30.11.2015,,
15988,Goveji zrezki v naravni omaki,20.11.2011,,3,75,Za 4 osebe,8,,,,
18895,Dušeno sladko zelje + VIDEO priprave,1.10.2013,,1,45,8,13,2,9.2.2015,,
14283,Potratna potica,18.10.2010,,2,180,,,1,,,
3119,Žemlje,13.1.2004,,3,,16,28,4,3.11.2012,,
8092,Vodeni žličniki,10.10.2006,,1,,,30,1,18.7.2007,,
1778,Čebulna pita po francosko,7.4.2002,,1,,,22,5,21.2.2012,,
5493,Jogurtovo pecivo s pehtranom,3.10.2005,,1,,,29,4,25.7.2015,,
6365,Breskvice,5.4.2006,,3,,približno 30,26,21,18.9.2016,,
3025,Novoletne sarme,10.12.2003,,3,,za 6 oseb,21,3,1.2.2015,,
11194,Slani mafini,13.3.2008,,1,60,,14,1,10.3.2008,,
3246,Riževe kroglice,16.2.2004,,1,,,28,6,26.2.2011,,
10238,Bučni polpeti po Paulino,12.7.2007,,2,30,za 4-5 oseb,26,4,17.6.2012,,Bolj zdrava jed
1863,Orehov liker,25.6.2002,,1,,,10,3,13.10.2013,,
14595,Sadni muffini,29.12.2010,,1,60,12 kosov,9,2,22.12.2010,,
15042,Jagodna rezina na hitro,21.4.2011,,1,30,36 velikih kosov,9,1,14.4.2011,,
14274,Lešnikovi cupcakes,17.10.2010,,2,60,24kom,15,8,24.5.2011,,
10406,Gosti jagodni sok.,1.9.2007,,2,90,,6,2,18.6.2011,,
14896,Brzak,19.3.2011,,1,5,1,42,7,4.5.2014,,
17208,Višnjevo pecivo,22.5.2012,,1,75,,17,7,12.1.2015,,
11058,Zdrobova juha s korenčkom,9.2.2008,,1,15,1 krožnik,28,3,3.2.2013,,
11429,Pozabljen kruh,21.5.2008,,1,60,10 oseb,14,4,24.9.2015,,
8221,Jabolčna marmelada z medom,3.11.2006,,2,45,4 kozarčki,28,1,26.10.2006,,
13292,Klobčiči,14.12.2009,,2,120,,34,13,11.12.2013,,
14643,Bučkoti,12.1.2011,,3,120,približno 60 komadov,16,14,7.12.2015,,
3892,Škampi na buzaro,31.7.2004,,3,,,7,1,4.8.2012,,
15747,Sirup iz domačega grozdja,27.9.2011,,1,75,cca 5 litrov,16,1,28.9.2011,,
12284,Lincer piškoti,13.2.2009,,2,180,90 piškotov ,19,16,17.12.2014,,
11311,Zelenjavna pita,12.4.2008,,2,45,,8,6,4.11.2013,,
4191,Piščanec pečen na soli,20.10.2004,,1,,,92,6,4.11.2010,,
16974,Piškotki - skutni štrukeljčki,12.4.2012,,3,90,,10,6,19.9.2014,,
6716,Metin liker,8.6.2006,,1,4+ ur,,17,1,3.6.2006,,
11426,Sladoled za ljubitelje Nutelle,20.5.2008,,1,30,,36,7,14.6.2010,,
17797,Limonino jogurtov kolač,1.11.2012,,1,45,,9,4,1.6.2013,,
1364,Lambada,25.9.2001,,1,,,10,4,6.7.2015,,
133,Lazanja,24.11.1998,,3,,,10,2,11.9.2012,,
11036,Goveji vampi,4.2.2008,,2,120,,10,2,12.11.2015,,
15746,Rezina lene gospodinje,27.9.2011,,1,60,za več oseb,6,5,11.11.2013,,
10169,Bučke s paradižnikom in sirom,23.6.2007,,1,60,Za eno osebo,31,2,8.8.2008,,
4749,Zelo rahel polnozrnat kruh s semeni  v kruhomatu,6.3.2005,,1,180,1 kg,42,4,16.2.2009,,Bolj zdrava jed
11991,Mlečni riž,5.12.2008,,3,30,za 6 oseb,19,2,12.11.2014,,
10225,Solata iz stročjega fižola,7.7.2007,,2,120,,17,4,27.9.2007,,
5427,Bezgova marmelada,24.9.2005,,2,120,4 mali kozarčki,22,2,15.9.2008,,
469,Makova potica,30.11.2000,,1,,,21,4,25.12.2014,,
10130,Sticky fingers,7.6.2007,,2,15,,37,3,19.12.2007,,
11032,Kakijeva marmelada,3.2.2008,,2,75,"pribl.10-12 kozarcev po 3,7 dl",15,3,5.11.2014,,
6013,Ajdova kaša z jurčki,30.1.2006,,2,,,21,2,15.5.2006,,
2463,Njoki s pečeno zelenjavo,19.3.2003,,1,,za 2 osebi,20,5,1.8.2010,,
13622,Grahova kremna juha,19.3.2010,,1,30,5 krožnikov,8,4,4.12.2014,,
11658,Sok iz breskev in korenčka,28.8.2008,,1,90,,23,4,13.6.2016,,
10366,Bučkina omaka,23.8.2007,,2,30,,18,1,3.9.2007,,
1780,Čebulna omaka,7.4.2002,,1,,,16,,,,
1410,Aleševa polnjena pleskavica,4.11.2001,,1,,1,26,3,12.8.2010,,
9805,Rojstnodnevno pecivo,3.3.2007,,3,,,34,72,6.3.2014,,
4399,Domači jajčni rezanci,14.12.2004,,1,,,42,10,15.8.2014,,
17486,Torta mascarpone-jogurt,8.8.2012,,2,120,,12,6,29.10.2013,,
14722,Bounty,5.2.2011,,1,30,20 kosov,37,4,7.9.2015,,
14857,Jabolčna pita s puhasto kapo,8.3.2011,,2,90,model za torto s premerom 26cm,17,3,26.5.2014,,
3040,Kinder Pingvin,14.12.2003,,1,,10-12 oseb,20,2,3.1.2007,,
10702,Prekmurski dodoli - DÖDÖLI,19.11.2007,,3,30,za 4 - 6 oseb,33,2,11.3.2009,,
18281,Gozdna pravljica,16.3.2013,,2,30,za 7 šalčk,13,6,21.7.2015,,
19797,Mesne kroglice v paradižnikovi omaki,4.7.2014,,4,120,za 5 oseb,7,2,9.1.2015,,
2511,Teranov liker I,5.4.2003,,1,,,41,1,4.1.2006,,
5247,Polnjene bučke,15.8.2005,,1,,za 2 osebi,18,1,2.8.2005,,
5946,Čokoladni kolač,10.1.2006,,2,60,za dva pekača za srnin hrbet,33,7,1.1.2016,,
16917,Bučni polpeti,5.4.2012,,1,15,za 2 osebi,9,5,23.7.2012,,
6712,Panji,8.6.2006,,5,,,134,11,6.1.2014,,
11837,Zelo čokoladna torta,17.10.2008,,3,90,,57,10,15.10.2009,,
7239,Bograč po receptu moje mame,29.9.2006,,3,,,3,1,2.10.2006,,
3168,Tortilje z zelenjavo in mesom,29.1.2004,,1,,za 4 osebe,11,1,18.3.2008,,Bolj zdrava jed
16388,Praznična potica,5.1.2012,,4,120,26 kosov,14,10,19.4.2014,,
1296,Skalce,20.8.2001,,1,,2 pekača,47,4,24.11.2015,,
3913,Bučkin kompot z belim vinom,8.8.2004,,3,,,33,6,23.8.2014,,
6971,Skutina torta z borovnicami in malinami,6.8.2006,,2,,,24,5,22.12.2010,,
5437,Bučkina juha,28.9.2005,,1,,za 4 osebe,14,1,13.9.2008,,
8389,Čokoladne rezine s kislo smetano,9.12.2006,,2,,,8,2,11.5.2014,,
10584,Korenčkova juha z zdrobom,20.10.2007,,2,30,,15,1,28.10.2007,,
13785,Monte,9.5.2010,,3,120,,17,1,3.5.2010,,
13266,Breskvina roladna bomba,7.12.2009,,3,60,,10,11,26.5.2015,,
9679,Pasulj,9.2.2007,,1,,,13,1,6.3.2008,,
13552,Hrustljavi čokoladni piškoti s tekočo sredico,1.3.2010,,1,45,cca 25 piškotov,12,3,19.12.2011,,
10637,Praline,2.11.2007,,2,30,za 20 kosov,63,18,28.11.2014,,
1404,Panna cotta,30.10.2001,,1,15,,26,2,24.10.2010,,
14394,"""Janezove"" sarme",10.11.2010,,4,240,12 oseb,4,3,1.1.2012,,
3096,Boemi,6.1.2004,,3,90,pekač 23 x 36 cm,47,7,4.1.2010,,
2965,Slani polžki,7.11.2003,,2,120,približno 40 kosov,9,6,2.11.2011,,
14159,Ajrinina torta,12.9.2010,,4,120,,59,17,26.8.2013,,
10252,Bounty malo drugače,22.7.2007,,3,120,,11,1,3.10.2011,,
9692,Bananini mafini z ovsenimi kosmiči,12.2.2007,,1,45,12 kosov,17,3,10.3.2014,,
12455,Browniji,29.3.2009,,1,45,1 večji pekač,11,2,27.3.2009,,
4343,Čokoladna rolada z banano,22.11.2004,,1,4+ ur,12 kosov,10,3,8.5.2010,,
5196,Morska rižota a´la tej,24.7.2005,,2,45,2,23,3,6.7.2015,,
858,Ajdova kaša s skuto,23.2.2001,,1,,,12,1,1.3.2010,,Bolj zdrava jed
10742,Mandljevi hrustavčki,29.11.2007,,1,30,40 piškotov,28,9,24.2.2013,,
4114,Makovo pecivo,5.10.2004,,1,,,15,2,8.9.2014,,
11887,Hitra pita,9.11.2008,,2,45,,16,8,11.4.2014,,
10222,Bananino pecivo,7.7.2007,,1,60,,12,4,25.4.2015,,
14676,Krompirjevi svaljki,21.1.2011,,2,45,,29,4,17.1.2011,,
6050,Bela omaka,7.2.2006,,1,,za 4 osebe,24,2,23.2.2012,,
14501,Bananine rezine,6.12.2010,,2,45,,7,3,18.9.2012,,
12522,"Ajdove palačinke s špinačo, sirom in gobami",15.4.2009,,2,60,4 palačinke / 2 osebi kot glavna jed ,14,3,6.10.2010,,
4706,Pivska pizza,23.2.2005,,2,60,4 zelo lačne,51,5,11.3.2015,,
7006,Pehtranov zavitek,14.8.2006,,1,,2 zavitka,11,9,24.6.2016,,
213,Polnjeni šampinjoni,7.7.1998,,1,,,12,2,15.2.2016,,
14211,"Biskvitno pecivo z okusom jabolk, skute in vaniljevo noto",28.9.2010,,2,60,,8,1,19.9.2010,,
1301,Bograč,23.8.2001,,3,,6 do 8 ljudi,29,1,29.6.2009,,
4681,Čokoladna torta z maskarpone sirom,17.2.2005,,3,4+ ur,12 kosov,15,4,14.6.2013,,
12951,Lazanjini zvitki,13.9.2009,,3,60,2 osebi,19,11,15.7.2013,,
5452,Breskvice,1.10.2005,,3,,,57,11,23.10.2015,,
11863,"Enostavna, mešana solata v  škafu",27.10.2008,,2,75,,30,3,15.8.2009,,
12493,Prijatelj noči,6.4.2009,,3,120,pekač 25 x 38 cm,30,7,20.1.2011,,
14099,Pereci s šunko in sirom,26.8.2010,,2,180,96 kosov,6,5,14.8.2010,,
10299,Murkov zos,6.8.2007,,2,45,Za 4 do 5 oseb,11,1,18.8.2008,,
17986,Blejska grmada II,26.12.2012,,2,60,,7,6,15.9.2014,,
10800,Čokoladni srčki,13.12.2007,,3,4+ ur,60 piškotkov velikosti 4 cm,40,9,21.12.2012,,
5687,Eklerji,2.11.2005,,3,120,18 kosov,40,12,12.7.2015,,
4728,Pol koruzni kruh,2.3.2005,,3,120,,21,10,3.6.2016,,
2055,Enostavni sirovi štruklji,29.9.2002,,1,,,50,3,28.8.2014,,
11103,Riževe kroglice s sirom,24.2.2008,,1,60,,14,1,29.10.2010,,
6147,Piščančja rižota z veliko zelenjave,24.2.2006,,1,45,2,16,1,27.2.2006,,
1768,Pletenica s tremi nadevi,23.3.2002,,3,150,približno 15 kosov,25,10,25.5.2011,,
6354,Genijalno testo za cvrenje,4.4.2006,,2,,,40,2,24.8.2007,,
4419,Testo za pico,19.12.2004,,1,,,16,,,,
10751,Marmorni kolač,1.12.2007,,2,75,,9,1,27.11.2007,,
11371,Kokosovo bananina rezina Maja,26.4.2008,,2,45,,13,6,22.11.2015,,
14485,Ana Bekuta,2.12.2010,,2,45,1 velik pekač,22,4,4.3.2013,,
4126,Segedin golaž,7.10.2004,,3,,,17,1,16.10.2006,,
3872,Ohridske rezine,25.7.2004,,3,,,26,2,26.7.2008,,
3761,Bounty pecivo,17.6.2004,,1,,,22,1,29.12.2011,,
12056,Lanina torta,22.12.2008,,2,180,,45,26,9.9.2016,,
342,Kokosove rezine,30.10.1999,,1,,,5,2,8.8.2011,,
14632,Novoletna torta,8.1.2011,,2,30,12,14,6,13.10.2013,,
6336,Mini princeske,30.3.2006,,2,,pibližno 60 kosov,27,5,28.12.2009,,
1423,Čičerika iz lonca,6.11.2001,,1,,2,19,1,13.11.2009,,
18421,Pravi francoski čokoladni mousse,25.4.2013,,2,30,6,23,13,14.11.2014,,
